"Geography","CancerDeaths","medIncome","popEst2015","povertyPercent","MedianAge","AvgHouseholdSize","PercentMarried","PctUnemployed16_Over","BirthRate"
"Washington County, Illinois",162.6,54683,14270,10.2,42.6,2.46,54.6,5.5,6.077529566
"Ascension Parish, Louisiana",170,67299,119455,13.7,34.8,2.84,54.4,6.4,6.260702788
"Teton County, Montana",164.9,46208,6104,13.9,44.8,2.5,58.3,5.1,8.581138488
"Crook County, Wyoming",152.2,59701,7444,8.4,43.4,2.43,67.4,4.1,5.333333333
"Franklin County, Pennsylvania",162.2,50434,153638,11.9,40.9,2.56,55,6.9,4.842223007
"Union County, New Mexico",151.6,36684,4201,19.4,40.3,2.39,44.5,2.1,3.536585366
"Nassau County, New York",145.8,98312,1361350,6.7,41.3,3.03,53.2,6.4,4.449778611
"Crockett County, Tennessee",184.3,37853,14601,19,39.7,2.64,49.9,7.4,4.708383961
"Parmer County, Texas",142.1,41813,9749,14.6,32.5,3.08,54,3.6,7.023108292
"Warren County, Iowa",170.6,67342,48626,6.3,38.4,2.54,56.6,4.8,4.428405952
"Union County, Kentucky",195.5,44119,15050,18.9,37.1,2.43,47.9,7.8,4.645550528
"San Patricio County, Texas",202.5,51958,67357,15.8,35.5,2.87,51.5,5.2,8.977719528
"Patrick County, Virginia",178.3,34885,18045,21.9,48,2.31,53.5,8.3,2.944539737
"Clay County, Arkansas",228.7,33826,15109,19.9,43.8,2.31,52.3,9.5,8.81166615
"Marshall County, Tennessee",216.9,42839,31552,15.5,39.4,2.57,53.2,8.4,3.440273038
"Pike County, Ohio",217.9,40512,28217,21.9,40.8,2.55,47.8,13.4,5.373276272
"Douglas County, Minnesota",160.9,52298,37075,9.6,44.1,2.32,59.8,4.5,6.190278355
"Jeff Davis County, Texas",168,46364,2156,13.1,53.1,2.12,59.5,7.1,1.660795169
"Irwin County, Georgia",192.8,35955,9245,25.3,39,2.71,47.3,6.8,5.602094241
"Rankin County, Mississippi",157.3,58368,149039,11.1,36.9,2.62,53.5,5.4,4.71844142
"Anne Arundel County, Maryland",176,86654,564195,6.7,38.4,2.66,51.7,5.9,5.291115354
"Lyon County, Kentucky",202,43067,8306,15.4,49,2.19,46.9,7.6,2.598366741
"Pendleton County, Kentucky",188.1,47023,14408,15.6,41.5,2.67,55.5,6.4,5.568862275
"Cascade County, Montana",165.2,42903,82278,14.3,38,2.35,52,5.1,5.796213808
"Dundy County, Nebraska",151.9,45624,1799,13.8,46.2,2.18,62.3,4,5.83090379
"Island County, Washington",143.5,59358,80593,10.3,44,2.33,59.1,9,6.113924051
"McMinn County, Tennessee",195.9,39528,52639,17.4,42.7,2.58,52.1,9.3,4.451140766
"Christian County, Missouri",146.6,51831,83279,11.3,37.8,2.69,60.3,6.4,5.849007988
"Clarke County, Virginia",197.4,70281,14363,8.2,45.7,2.55,50.7,6,6.678141136
"Clark County, Washington",178.2,61747,459495,9.9,37.4,2.71,52.7,8.6,5.742215991
"Columbia County, Wisconsin",176.6,59020,56743,8.8,42,2.44,54.9,5.8,4.654466449
"Grady County, Georgia",199.1,35237,25205,26.2,39.1,2.7,47.3,10.5,3.794871795
"Waller County, Texas",163.1,50589,48656,16.1,29.1,2.94,44.8,8.3,4.760740197
"Dutchess County, New York",164.8,70925,295754,10.2,41.2,2.61,48.7,8.7,3.807095815
"Ferry County, Washington",161.1,39992,7582,22.4,47.7,2.39,48.2,12.2,4.978354978
"Logan County, Illinois",189.5,54353,29494,12.6,39.7,2.17,46.5,7.8,7.205728778
"Natrona County, Wyoming",168.2,57427,82178,10.4,36,2.44,50.6,5.1,5.340540541
"Carroll County, Indiana",166.3,55318,19856,10.9,41.5,2.55,57.3,8.2,5.682622023
"Winnebago County, Wisconsin",172.9,52711,169546,12.1,37.7,2.33,48.7,4.7,4.928895838
"Scioto County, Ohio",203,37625,76825,27.2,39.5,2.5,47.1,9.6,4.764332654
"McIntosh County, North Dakota",125.9,40258,2759,13,53.4,2.06,62.2,1.2,4.662004662
"Lackawanna County, Pennsylvania",178.3,45098,211917,15.4,42.3,2.41,45.8,6.9,3.545136747
"Mitchell County, Iowa",129.6,52616,10832,11.5,43.7,2.41,59.7,3.2,6.073648972
"Cheyenne County, Kansas",150,41797,2679,11.5,49.6,2.09,61.8,1.9,10.77586207
"Monroe County, Kentucky",227.9,30172,10667,26.2,42.7,2.39,55.9,9.5,3.581020591
"Elliott County, Kentucky",163.8,30556,7648,32.4,41.7,2.44,46.8,6.2,7.352941176
"Pulaski County, Georgia",127.1,36128,11396,23.9,41.3,0.0255,41.2,7.4,3.860242322
"Chester County, Tennessee",180.6,40980,17471,20.1,37.2,2.66,48.6,13.5,5.429553265
"Deuel County, Nebraska",104.6,44109,1921,11.8,47.1,2.34,55.3,4.3,2.873563218
"Breathitt County, Kentucky",232.3,28647,13484,33,40.7,2.41,48.7,12.4,6.230133503
"Jackson County, Texas",189.2,52185,14816,14.7,39,2.79,56.4,5.2,5.209698558
"Barton County, Missouri",172.5,37581,11880,19.1,41.1,2.41,64.2,6.5,5.542168675
"Mesa County, Colorado",153.9,50106,148513,15.4,38.4,2.43,51.7,8.7,7.265243902
"Goochland County, Virginia",153.4,86610,22253,7.5,47.2,2.5,62.8,5,2.75862069
"Jefferson County, Illinois",196,43073,38353,19.5,40.7,2.39,50.1,9.2,5.121798876
"Otsego County, New York",173.8,43104,60636,18.9,41.6,2.36,46.1,7.1,4.59877366
"Arenac County, Michigan",202.3,36460,15261,19.9,48.4,2.36,55,12,5.930470348
"Alameda County, California",147.7,76996,1638215,12.5,37.1,2.78,47.8,8.3,5.014712267
"St. Francois County, Missouri",216.8,40376,66520,20.3,38.9,2.33,48.2,8.3,4.612961296
"Jefferson County, Oklahoma",231.3,32645,6276,23,42.4,2.5,52.4,6.5,6.331168831
"Palm Beach County, Florida",144.3,52225,1422789,14.9,44.1,2.54,46.9,9.5,5.134424767
"Baltimore city, Maryland",226,41895,621849,23.3,34.6,2.47,26.6,13.1,5.449538255
"Oceana County, Michigan",153.3,41166,26105,20.1,42.3,2.6,57.1,8.7,4.930928626
"Carlisle County, Kentucky",213.4,40701,4874,17,42.3,2.39,58.4,6.8,5.540166205
"Trimble County, Kentucky",228.4,46708,8769,16.2,41.1,2.46,60.3,14.6,5.038961039
"Page County, Iowa",179.7,46927,15527,14.6,43.5,2.34,53.2,5.1,8.296346876
"Brantley County, Georgia",210.8,36865,18455,21.7,39,2.79,53,10.9,4.942780618
"Mercer County, Illinois",179.9,54916,15858,9.6,44.3,0.024,60.2,6.2,4.061068702
"Pine County, Minnesota",161.7,42157,29069,17.5,43.7,2.42,51,7.4,4.865649964
"Calhoun County, Mississippi",228.6,33141,14717,25,40.5,2.46,47.8,10.1,5.766908213
"Polk County, Iowa",188.7,61028,467711,13.1,35,2.5,51.1,5.8,6.46314994
"Knox County, Nebraska",161.7,42745,8543,14.9,47.6,2.24,61.4,3.3,6.866666667
"Grayson County, Kentucky",230.6,35726,26221,21.7,39.7,2.6,55.1,9.3,4.790003471
"Scott County, Indiana",217,41649,23744,17.6,40.3,2.61,52.1,11,3.652716593
"Craig County, Oklahoma",205.3,36953,14818,19.2,42.3,2.52,49,6.4,6.007301693
"Newport News city, Virginia",191.9,48440,182385,16.7,32.8,2.5,41.1,9.1,5.236698785
"Blaine County, Oklahoma",180.2,44309,9833,18.4,41.1,2.25,50.8,3,2.110199297
"Gillespie County, Texas",157.5,52814,25963,12.5,50.6,2.36,59.8,6.8,6.807727691
"Alamance County, North Carolina",178.7,41296,158276,17.9,470.4,2.45,49,7.9,4.493936752
"Hernando County, Florida",178.1,40094,178439,15.3,48.7,2.45,52.4,13.7,5.381697487
"Oswego County, New York",194.4,46926,120146,19.6,39.2,2.57,46.8,9.7,4.859510954
"Lowndes County, Alabama",211.9,30675,10458,31.4,39.5,2.49,34.8,13.2,3.731942215
"Fairfield County, Connecticut",142,85336,948053,9,39.7,2.76,50.8,9,4.646681703
"Henderson County, Tennessee",204.5,39303,28015,19.1,40.7,2.57,51.5,9.4,4.405016825
"Wells County, Indiana",157,51182,27964,10.7,41.2,2.52,58.4,4.1,5.617591479
"Grand Isle County, Vermont",206.1,60081,6861,9.1,47.1,2.34,59.8,7.4,3.969883641
"Luna County, New Mexico",181.8,27268,24518,30.6,39,2.7,47.1,13.8,8.62924023
"Greer County, Oklahoma",174.7,34872,6070,25.2,41.3,2.3,45,4.4,9.857723577
"Roane County, Tennessee",198.7,43269,52753,18,46.1,2.4,54.7,9.8,3.126436782
"Ballard County, Kentucky",191.3,44732,8212,16.8,42.8,2.48,54.8,6.2,6.105990783
"Elk County, Pennsylvania",189.9,46965,30872,10.5,46.4,2.34,53.2,5.2,4.291640077
"Delaware County, Ohio",152.1,97802,193013,4.8,37.8,2.78,62.7,3.2,4.830467049
"Howell County, Missouri",204.4,32662,40117,22.1,40.6,2.45,56.1,8.3,7.519053578
"Alamosa County, Colorado",165.7,38140,16496,22.5,30.1,2.56,45.1,10.4,4.898266767
"Bennington County, Vermont",176.1,44674,36317,14.4,46.1,2.25,51.3,5.7,3.885024281
"Bailey County, Texas",110.4,36821,7210,19.9,34.9,2.92,57.9,4.3,2.595628415
"Richland County, Montana",170.1,65738,11960,8.2,38,2.51,55.9,2.5,9.156118143
"Lebanon County, Pennsylvania",172.8,53861,137067,10.9,41.1,2.54,52.4,6.9,5.989257845
"Greene County, Arkansas",194.5,42572,44196,16.3,38.3,2.56,53.1,9,5.73167141
"Westchester County, New York",145.3,83152,976396,10.4,40.3,2.75,50.2,7.6,4.871361927
"Concordia Parish, Louisiana",216.1,31835,20142,30.9,38.3,2.33,42.8,11.7,2.773207991
"Platte County, Wyoming",141.5,49713,8812,13,47.9,2.3,55,2.4,9.708737864
"Marion County, Tennessee",220.2,40766,28487,20.6,43.1,2.43,53.9,6.7,2.19816273
"Collier County, Florida",123.2,58403,357305,14.3,48.5,2.59,54.4,7.8,5.163886194
"Plymouth County, Iowa",156,62745,24800,7.6,41.8,2.45,60,3.4,5.573897844
"Sublette County, Wyoming",126.9,77222,9899,6.8,38.1,2.74,62.1,5.4,5.14813016
"Lane County, Oregon",169.1,44976,362895,18.4,39.3,2.39,45.5,9.9,4.213583027
"McDonough County, Illinois",175.1,42684,31333,23.6,30.7,2.29,40.4,9.4,3.098048116
"Austin County, Texas",160.1,58792,29563,11.2,40.6,2.59,59.6,6.2,4.630829016
"Lincoln Parish, Louisiana",205.7,32889,47774,29.7,27.4,2.56,35,11.9,4.279213153
"Kenosha County, Wisconsin",188.1,53945,168437,15.4,37.4,2.62,47.6,9.7,4.702469467
"Cache County, Utah",104.1,51735,120783,14.2,25,3.19,56.1,5.5,7.221172023
"Hardy County, West Virginia",153,41010,13852,15.3,44.5,2.69,50.1,7.9,2.955003358
"Kings County, California",147.7,44490,150965,24.9,31.4,3.19,44.3,13,6.638754179
"Taylor County, Florida",198.5,36374,22493,23.4,41.2,2.44,43.5,9,8.854568855
"Haralson County, Georgia",213.9,40387,28854,18.8,40.3,2.63,55.2,12.3,6.089508437
"Warren County, North Carolina",185.4,33869,20155,22.8,46.1,2.48,41.7,10.7,4.839989421
"Merrick County, Nebraska",163.6,50893,7787,10.4,43.8,2.28,60.9,5.2,4.215304799
"Wasco County, Oregon",185.4,44010,25775,16.8,41,2.5,52.7,9,5.246743717
"Adair County, Kentucky",200.2,31558,19027,26.3,41,2.5,50.9,7.7,4.546508931
"Brevard County, Florida",181.2,47973,568088,14.5,46.6,2.46,48.6,10.9,4.967904974
"Iberville Parish, Louisiana",225.1,47377,33095,19.9,38.4,2.61,39.7,7.9,4.869631902
"Perry County, Alabama",230.7,27403,9652,46.9,36.3,2.7,27.8,11.2,4.552845528
"Anchorage Municipality, Alaska",167.5,75200,298695,10,32.5,2.77,47.7,6.7,5.994293642
"Ware County, Georgia",180.1,34288,35370,28.8,37.9,2.39,48.2,7.2,7.919234299
"Dodge County, Nebraska",177.9,50043,36706,12.9,39.4,2.37,55.8,5.1,7.218949743
"New London County, Connecticut",162.6,65813,271863,11.1,40.7,2.45,48.7,8.3,4.578351666
"Coke County, Texas",151.8,41593,3238,14.9,49.3,1.95,64.7,3.1,0.284090909
"Alfalfa County, Oklahoma",159.5,51885,5868,16.6,44.7,2.28,50.4,4.9,4.431818182
"Sweetwater County, Wyoming",141.1,72604,44626,9.8,33.6,2.64,55.2,5.4,8.929775551
"Whitley County, Kentucky",240.1,31086,36129,29.8,37.1,2.6,48.4,10.2,7.104526365
"Ramsey County, North Dakota",164.9,51097,11630,12.3,42.5,2.2,48.5,1.2,2.600671141
"Chicot County, Arkansas",229,29541,11027,32.1,43.4,2.36,44.9,11.5,9.349593496
"Bryan County, Oklahoma",191.7,38187,44884,19.1,37.1,2.58,50.1,8.1,7.559938128
"Montgomery County, Illinois",208.6,45288,28898,17,42.2,2.17,52.5,5.4,8.704627559
"Van Wert County, Ohio",172.1,49565,28562,10.1,41.5,2.49,56.3,7.5,4.894094994
"Stewart County, Tennessee",230.1,41590,13259,17.5,43.2,2.57,57.4,10.1,2.998236332
"Cabell County, West Virginia",194,34887,96844,21.9,38.5,2.32,43,6.8,4.521925134
"Arkansas County, Arkansas",201.7,36409,18433,20.4,41.4,2.39,49.8,8.3,7.128810226
"Schuyler County, New York",184.2,48135,18186,15.4,45.5,2.35,49.1,6.4,4.740817921
"Lawrence County, Missouri",178.5,39908,38180,18.6,39.6,2.6,57.1,7,4.54931457
"Hettinger County, North Dakota",160.3,50038,2704,11.1,48.4,2.25,65.9,1.1,15.15711645
"Converse County, Wyoming",196.6,63166,14236,9.3,40.3,2.47,58.9,5.1,9.966777409
"Emanuel County, Georgia",205,30119,22708,32.7,36.9,2.68,41.7,13.2,8.514774495
"Monroe County, Pennsylvania",180,59492,166397,13.3,41.8,2.89,49.6,12,4.318836947
"York County, South Carolina",185.8,54196,251195,14.6,37.9,2.61,53.6,8.9,5.197966517
"Providence County, Rhode Island",173.6,47278,633473,18.3,37.1,2.53,40.8,9.5,4.931882987
"Teller County, Colorado",145,62380,23385,9.5,49.4,2.42,60.1,8.2,2.019315189
"Rappahannock County, Virginia",149.6,62800,7378,9.3,49.1,2.26,63.9,2.9,5.182481752
"Wayne County, Michigan",197.9,41434,1759335,24.1,37.8,2.63,38.1,14.9,5.676241281
"Yuma County, Colorado",184.3,46838,10146,14,36,2.6,55.2,2.5,4.737575476
"Wilson County, Kansas",171.1,39764,8856,16.7,43.8,2.37,53.2,6.5,6.210826211
"Butler County, Nebraska",167.3,54240,8115,9.2,44.7,2.26,60.8,4.2,11.30834977
"Green Lake County, Wisconsin",169.7,51175,18856,11.3,45.2,2.36,57.4,5.7,3.697661773
"Harnett County, North Carolina",182.9,45380,128140,20.5,33.6,2.84,51.1,11.3,5.917065391
"Harrison County, West Virginia",206.7,42121,68714,13.9,42,2.48,52.4,7.4,5.060383303
"Ector County, Texas",190.1,55555,159436,12.8,30.7,2.91,49.1,5.2,10.58379177
"Seminole County, Florida",160.8,56443,449144,11.8,39.1,2.85,46.6,9.4,4.236255854
"Boyle County, Kentucky",179.1,41538,29809,17.5,41,2.42,48.3,7.1,4.910307084
"Miami County, Kansas",150.2,63924,32553,9.5,40.4,2.55,59.3,5.6,6.683134349
"Osceola County, Michigan",193.7,40235,23058,20.4,42.5,2.6,51.1,10.3,4.211869815
"Traverse County, Minnesota",132.3,49536,3401,12.2,48.4,2.19,62.9,2.9,4.967948718
"Natchitoches Parish, Louisiana",181.5,34522,39179,31.1,33.8,2.66,40.6,12.2,3.688606085
"Boundary County, Idaho",161,42720,11318,16.7,43.7,2.55,61.2,4.7,5.523535062
"Suffolk County, New York",163.8,85886,1501587,7.7,40.6,2.98,51.4,6.4,4.419518742
"Maricopa County, Arizona",146.6,53929,4167947,17.1,35.6,2.75,47.1,7.7,5.392191187
"Cowley County, Kansas",184.4,45180,35788,15,38.2,2.48,51.9,7,7.404550713
"Huron County, Michigan",181.6,41678,31883,14.1,48,2.3,55.7,7.8,5.169018707
"Grant County, Washington",173.1,50388,93259,15.8,32.2,3,52.3,10.1,6.92564347
"Madison County, Nebraska",161.2,51836,35039,13.7,37.5,2.43,53.7,3.1,7.123638693
"Mora County, New Mexico",134.3,27627,4596,24.2,42.6,2.81,41.2,5.4,1.084812623
"Macon County, Missouri",141.8,35345,15335,17,42.9,2.43,53,8.7,5.775470474
"Bowie County, Texas",184.8,41883,93389,20.1,37.7,2.63,46.6,8.5,7.433542774
"Warren County, Kentucky",192.7,48925,122851,18.3,32.8,2.48,47.2,7.9,5.172199041
"Yuba County, California",182.8,41403,74492,21.6,32.1,2.87,49.5,14.8,7.98203179
"Milwaukee County, Wisconsin",189.9,42946,957735,22,34.2,2.44,38.1,9.3,4.989477448
"Wabash County, Illinois",197.8,49385,11542,14.8,42.7,2.37,56.3,8.7,5.041322314
"Midland County, Texas",148.3,74811,161077,9.9,32.1,2.83,53,3.4,7.101472818
"Murray County, Oklahoma",203.3,43783,13936,15.1,41.3,2.5,53.2,3.6,3.244147157
"Tippah County, Mississippi",175.7,37026,22131,19.1,38.4,0.0261,56.1,12.2,5.683802134
"Carroll County, Kentucky",217.3,43615,10699,20.4,36.9,2.63,45.9,13.2,5.617495712
"Campbell County, Virginia",160.1,46663,55086,14.5,42.4,2.5,54.6,6,4.696595168
"Cumberland County, Illinois",201.4,49567,10898,12.2,41.6,2.51,56.1,7.4,6.796116505
"Williamsburg city, Virginia",162.1,46954,15052,20.1,24.6,2.37,26.2,8.5,2.181467181
"Camden County, New Jersey",182.8,61685,510923,13,38.3,2.71,44.7,10.2,5.434939238
"Toole County, Montana",174.2,45207,5087,17.2,41.7,2.24,52.6,3.1,6.557377049
"Carroll County, Ohio",172.8,46177,27811,13.5,44.5,2.54,58.4,7.1,5.228870221
"Kent County, Michigan",160.2,53342,636369,15.3,34.8,2.63,49.2,7.7,5.98333118
"Rockdale County, Georgia",162.1,48287,88856,17.3,37.5,2.91,46.4,11.2,5.788659325
"Taney County, Missouri",173.6,35731,54592,18.7,41.5,2.43,50.7,9,5.505782701
"Willacy County, Texas",167.3,29782,21903,38.8,32.3,3.51,44.3,11.5,4.799131379
"Calaveras County, California",157.4,53321,44828,13.7,50.7,2.45,55.5,12.1,2.851375221
"Holt County, Missouri",154.1,41652,4484,14.4,47.4,2.11,61.3,5.2,7.474518686
"Pratt County, Kansas",177.9,54701,9691,10.3,39.1,2.39,55.5,5.6,5.278450363
"Porter County, Indiana",178.4,63030,167688,10,39.2,2.62,52.9,7.3,5.159405563
"Redwood County, Minnesota",180.7,49934,15471,12.4,43.2,2.43,54,4,5.74439157
"Rockcastle County, Kentucky",228.1,33789,16942,24.1,41.8,2.51,55.3,11,4.281183932
"Scott County, Mississippi",211,32049,28265,26.9,36,2.85,42.7,13.1,5.869989491
"Union County, Pennsylvania",144.9,47996,44954,13.4,38.6,2.38,47,6.1,4.739182301
"Johnson County, Arkansas",176.9,34923,26141,19.7,38.1,2.5,54.6,6.2,8.562113933
"Butler County, Missouri",220.7,35774,42951,21.3,40,2.51,51.4,9.4,5.075560188
"Armstrong County, Pennsylvania",171.1,44326,67052,13.8,45.6,2.36,53.9,8.5,4.390138408
"Maury County, Tennessee",187.4,51303,87757,15.5,38.6,2.55,50.8,7.7,5.317306713
"Ellis County, Kansas",146.4,49508,29029,13,32.2,2.35,45.1,4.5,3.977583379
"Madison County, Tennessee",176.3,43113,97610,20.9,37.6,2.56,45.8,8.4,5.831783426
"Crawford County, Ohio",184.6,39881,42306,15.4,42.6,2.37,54.7,8.1,6.301190346
"Granville County, North Carolina",188.4,49342,58674,15.9,41.4,0.0268,46.3,8.3,5.909161131
"Forrest County, Mississippi",209.2,36808,75944,26.4,31.9,2.58,38.9,13.1,4.81629545
"Putnam County, West Virginia",171.5,59472,56848,10,41,2.6,57.4,3.7,6.034482759
"Bell County, Texas",177.3,51048,334941,14.2,30.2,2.89,52.8,9.5,5.835105126
"Clermont County, Ohio",178.7,62158,201973,11.2,39.5,2.65,55.1,5.5,5.170612813
"Loudon County, Tennessee",170.6,53945,51130,13.6,46.5,2.49,61.4,8.9,4.243210863
"Monroe County, Florida",168.5,57411,77482,14,46.8,2.55,45.8,6,4.966521485
"Floyd County, Texas",173.5,36898,5901,23.7,37.3,2.54,57,8,4.490106545
"Wayne County, Illinois",180,46839,16423,14.9,42.4,2.34,59.8,5.3,6.710020692
"Chester County, South Carolina",215.6,37537,32267,22.5,41.2,2.61,41.2,13.8,6.686006354
"Crisp County, Georgia",164.9,31176,22881,32.5,38.4,2.64,45.3,15.5,5.115327381
"Pipestone County, Minnesota",173,47164,9271,12.2,42.3,0.023,59.2,4.2,5.622270742
"McPherson County, Kansas",161.2,57878,28941,8.8,42,2.37,58.9,3.1,6.078625702
"Cook County, Illinois",177,55058,5238216,17.1,35.9,2.65,41.9,10.7,4.994880839
"Lexington County, South Carolina",166.8,54098,281833,13.8,38.5,2.54,52,7.5,5.524669383
"Nance County, Nebraska",141.8,48535,3595,11.7,45.9,2.25,57.5,3.2,7.391304348
"Echols County, Georgia",126.4,34444,4040,27.1,35.4,2.86,52.1,10.1,1.424501425
"Cumberland County, Kentucky",185.7,29067,6759,27.8,44.8,2.45,51.3,10.2,2.826379542
"Traill County, North Dakota",158,58995,8014,8.9,41.4,2.35,54.6,2.7,4.19412822
"Perry County, Illinois",174.6,42032,21543,16.7,40.8,2.46,45.6,8,3.072371416
"Muscogee County, Georgia",190,41783,200579,21.9,33.5,2.61,39.5,11,6.992367626
"Norman County, Minnesota",169.9,51597,6678,13.4,45.4,2.4,56.2,5.1,6.289308176
"Chittenden County, Vermont",159,61908,161382,11,36.3,2.36,46,5,4.180500351
"Grant County, West Virginia",128,41039,11766,17,45.6,0.028,50.5,6.7,3.528435035
"San Miguel County, New Mexico",158.2,32964,27967,25.5,42.5,2.51,33,6.4,5.744748568
"Beaver County, Pennsylvania",180.2,51041,168871,11.7,44.8,2.38,51,6.8,4.491424455
"Bee County, Texas",151.6,40680,32874,24.9,35.3,2.85,39.9,7,8.618283322
"Madison County, Montana",129.5,41539,7915,12.6,52.1,2.23,55.3,4.8,3.238866397
"Whatcom County, Washington",163.3,53733,212284,15.7,36.5,2.53,47.5,8.2,4.4729858
"Sherman County, Texas",178.8,49309,3072,13.4,38.3,3.07,60.7,3.7,9.116409537
"Venango County, Pennsylvania",199.4,43810,53119,16.2,45.4,2.38,53.5,8.1,5.128205128
"Braxton County, West Virginia",196.3,33817,14415,22.2,44.5,2.51,52.4,14.4,5.469020422
"Deer Lodge County, Montana",196.9,38178,9139,17.1,46.8,2.13,49.9,3.9,5.317324185
"Bulloch County, Georgia",184.2,36315,72651,31.4,26.3,2.54,38.1,9.1,3.911889349
"Hampton city, Virginia",190.3,47615,136454,15.2,35.4,2.51,41,9.8,4.72938218
"Greensville County, Virginia",174.7,36459,11885,25.1,42.9,2.17,38.4,6.4,1.886792453
"Garrard County, Kentucky",204.6,43647,17237,18,41.8,2.55,58.6,11.4,5.567338282
"Perry County, Mississippi",202.6,32459,12277,22.6,40.1,2.75,48.2,12.9,4.821037253
"Cibola County, New Mexico",146.5,35081,27329,28.8,36.2,2.98,38.1,15.3,6.744769874
"Miami County, Indiana",183.5,41065,35862,17.1,40.1,2.6,50,9.4,5.13318535
"Jefferson County, Indiana",169.5,45964,32416,16.2,40.7,2.37,49.9,9.2,6.689494925
"Hillsdale County, Michigan",187.5,44780,45941,16.6,42,2.5,54,9,6.309693152
"Columbia County, Washington",194.4,45465,3944,15.5,49.5,2.31,52.4,10.4,5.205479452
"St. Joseph County, Michigan",178.9,43687,61018,18.5,39.2,2.59,54,8.6,7.077326343
"Cayuga County, New York",158.6,52792,78288,12.7,42.5,0.0243,46.8,7.3,5.470136014
"Yellowstone County, Montana",168.9,51653,157048,12.3,38,2.44,50.2,4.1,5.116068139
"Hale County, Alabama",197.7,33315,15068,28.1,40.2,2.53,41.3,13.3,8.967468175
"Boulder County, Colorado",124.1,71546,319372,13.3,35.8,2.45,47.7,6.1,4.171506363
"Anderson County, Kentucky",202.2,54331,21979,11.3,39.9,2.56,57.2,6.9,5.4001554
"Gadsden County, Florida",184.7,35849,46036,25.6,40.2,2.53,39.6,11.2,4.18136909
"Chariton County, Missouri",166.7,43049,7589,12,45.5,2.52,54.5,3.8,2.963473467
"New Haven County, Connecticut",169,60387,859470,13,39.8,2.56,44.7,9.5,4.240824844
"Habersham County, Georgia",180.5,40994,43996,15.3,38.8,2.74,53.7,7.7,6.010723356
"Bedford County, Pennsylvania",151.2,46890,48586,13.6,45,2.43,57.2,7.3,4.585306863
"Polk County, Nebraska",187.7,58162,5202,8,45.4,2.37,61.8,1.9,7.071713147
"Ashe County, North Carolina",169.3,36488,27020,20.9,46.6,2.27,59.2,8.5,4.603914259
